#weight  minuslogpost     logGnu      logA         ns  theta_MC_100       ombh2      omch2         tau  A_planck         Gnu            As        H0     omegam   omegamh2   omega_de        YHe        Y_p     DHBBN       zre     sigma8       s8h5  s8omegamp5  s8omegamp25         A     clamp       age     rdrag  chi2__CMB  minuslogprior  minuslogprior__0      chi2  chi2__planck_2018_lowl.TT  chi2__planck_2018_lowl.EE  chi2__planck_2018_highl_plik.TTTEEE_lite  chi2__planck_2018_lensing.clik
28 507.24997  -1.604616 2.9836789 0.92706744  1.046861 0.022694346 0.12318088 0.052463032 1.0018504 0.024853294  1.976038e-09 69.028369  0.3061444 0.14587523  0.6937678 0.24551705 0.24684401  2.527771 7.4744633 0.83604893 1.0062778 0.46258853 0.62188958  1.976038  1.779207 13.573858 145.91475 1035.2899 -10.395004 -10.395004 1035.2899 28.932736 396.02108 597.09167 13.244458
 2 507.69054  -1.604616 2.9836789 0.92706744  1.046861 0.022694346 0.12318088 0.052463032 1.0027558 0.024853294  1.976038e-09 69.028369  0.3061444 0.14587523  0.6937678 0.24551705 0.24684401  2.527771 7.4744633 0.83604893 1.0062778 0.46258853 0.62188958  1.976038  1.779207 13.573858 145.91475 1035.5038 -10.061386 -10.061386 1035.5038 28.721053 396.01981 598.05612  12.70686
25 508.27367 -1.5848465 2.9679316 0.92410478 1.0463411 0.022196122 0.12519236 0.042578304 1.0035429 0.026010788 1.9451645e-09 67.744225 0.32115818 0.14738848 0.67875066 0.24532799 0.24665426 2.6186583 6.5426803 0.83658756 1.0164248 0.47410103 0.62978331 1.9451645 1.7863777 13.646031 145.94306 1035.8768  -9.664741  -9.664741 1035.8768 28.740922 396.15898 595.34272   15.6342
 4 506.99983  -1.594333 2.9727524 0.92522485 1.0464017 0.022257025 0.12490953 0.046015511 1.0028539 0.025448782 1.9545643e-09 67.911618 0.31909571 0.14716656 0.68081358 0.24535309 0.24667946  2.606997 6.9069603 0.83807084 1.0169713 0.47341413 0.62988457 1.9545643 1.7827129 13.637181 145.94875 1034.0343 -10.017321 -10.017321 1034.0343 28.546433 395.72663 594.32788 15.433362
 2 506.71349 -1.6445904    2.9635 0.92765491  1.046514 0.022477066 0.12403254 0.044288859 1.0007526  0.02266781 1.9365634e-09 68.434008 0.31283991 0.14650961 0.68707076 0.24543959 0.24676626 2.5659277  6.663207 0.83250193 1.0063505 0.46563576 0.62260956 1.9365634 1.7724047 13.608797  145.9339 1034.6742 -10.623613 -10.623613 1034.6742 27.726588 395.97838 599.61873 11.350501
11 504.81154 -1.6143354 2.9640925 0.92703603 1.0465054 0.022481029  0.1240172 0.044584782 1.0007157 0.024303265  1.937711e-09 68.439715 0.31276345 0.14649823 0.68714724 0.24544102  0.2467677 2.5652177   6.69458  0.8316754 1.0053094 0.46511661 0.62195341  1.937711 1.7724058 13.608599 145.93349  1030.879 -10.627938 -10.627938  1030.879 27.981827 395.91587  595.1599  11.82136
 5 506.27689 -1.6378475 2.9646361 0.92712241 1.0464968 0.022479391 0.12399883 0.044974472 1.0006445 0.023022499 1.9387647e-09 68.441696 0.31270262 0.14647822 0.68720807 0.24544043 0.24676711 2.5655109 6.7371488 0.83249477 1.0062853 0.46552957 0.62253589 1.9387647  1.771988 13.608949    145.94 1033.8252 -10.635685 -10.635685 1033.8252 27.948201  395.8663 598.53632 11.474343
 6 506.61932 -1.6419702 2.9647344 0.92714462 1.0464974  0.02247998 0.12399672 0.045004069 1.0006649 0.022804986 1.9389552e-09 68.443109 0.31268646  0.1464767 0.68722424 0.24544064 0.24676732 2.5654054   6.74023 0.83264082 1.0064515 0.46559921 0.62263706 1.9389552 1.7720572 13.608866 145.93988 1034.5057 -10.633556 -10.633556 1034.5057 27.939957  395.8663 599.27847 11.421018
11 507.99493 -1.6398897 2.9881229 0.92961185 1.0469175 0.022711166 0.12211854 0.053458274 1.0051234 0.022914497 1.9848391e-09  69.43032 0.30044109 0.14482971 0.69947212 0.24552347 0.24685045  2.524793 7.5567559 0.83597616 1.0032734 0.45821949 0.61891888 1.9848391 1.7835777 13.566505 146.17087 1033.1279 -8.5690221 -8.5690221 1033.1279 27.904647 396.10291 598.13783 10.982524
15 506.73664 -1.5852312 2.9886397 0.92940539  1.046968 0.022709629 0.12212331 0.053634101 1.0051639 0.025987757 1.9858651e-09 69.444479 0.30032528 0.14483294 0.69958797 0.24552288 0.24684986 2.5250658 7.5751721 0.83465942 1.0015911 0.45740956 0.61788446 1.9858651 1.7838723 13.565202 146.17127 1030.5445 -8.5356137 -8.5356137 1030.5445 28.038079 396.16996 594.30033 12.036146
12 507.16732  -1.560269 2.9775484 0.92797274 1.0468577  0.02258944  0.1238506  0.04863508 1.0030435 0.027525234  1.963961e-09 68.707748 0.31020472 0.14644004 0.68970666 0.24547922 0.24680603 2.5461234 7.1068205 0.83526872 1.0076817 0.46521148 0.62335912  1.963961 1.7819231 13.586863 145.85692 1034.1905 -9.9279103 -9.9279103 1034.1905 28.124979  395.6542 595.97659 14.434699
16  507.0754  -1.560269 2.9775484 0.92797274 1.0468577  0.02258944  0.1238506  0.04863508 1.0032334 0.027525234  1.963961e-09 68.707748 0.31020472 0.14644004 0.68970666 0.24547922 0.24680603 2.5461234 7.1068205 0.83526872 1.0076817 0.46521148 0.62335912  1.963961 1.7819231 13.586863 145.85692 1033.8159 -9.8325336 -9.8325336 1033.8159 28.082284 395.68135 595.74724 14.304985
34 505.21848 -1.5612021  2.965338 0.92644663 1.0464901 0.022507047  0.1237253 0.043282253 1.0028449 0.027466157  1.940126e-09 68.556526 0.31113284 0.14623235 0.68877815 0.24545034 0.24677705 2.5605834 6.5429284 0.82941197  1.001719 0.46264005 0.61945072  1.940126 1.7792438 13.605394 145.97931 1030.4798 -10.021424 -10.021424 1030.4798 28.187666 396.09477   593.684 12.513371
71 504.52981 -1.5791354 2.9649784 0.92671798 1.0464908 0.022514333 0.12367238 0.043326041 1.0027013 0.026355095 1.9394284e-09 68.581087 0.31081299 0.14618671 0.68909807 0.24545292 0.24677964 2.5592931 6.5456904 0.82965078 1.0018279 0.46253532 0.61946977 1.9394284 1.7784483 13.604454 145.98522 1029.2299 -10.085156 -10.085156 1029.2299 28.081724 396.11224 593.03218 12.003799
 2  505.7378 -1.5791354 2.9649784 0.92671798 1.0464908 0.022514333 0.12367238 0.043326041 1.0012341 0.026355095 1.9394284e-09 68.581087 0.31081299 0.14618671 0.68909807 0.24545292 0.24677964 2.5592931 6.5456904 0.82965078 1.0018279 0.46253532 0.61946977 1.9394284 1.7784483 13.604454 145.98522 1032.5698 -10.547086 -10.547086 1032.5698 28.414532 396.07863  595.3186 12.758003
48 504.51976 -1.6569944 2.9638997 0.92705975 1.0464687 0.022524153 0.12364682 0.042751081 1.0013004 0.022029547 1.9373374e-09  68.59073 0.31069216 0.14617097 0.68921892 0.24545638 0.24678312 2.5575589 6.4800665 0.83126502 1.0037066 0.46334518 0.62061473 1.9373374 1.7785749 13.604028 145.98103 1030.1068 -10.533644 -10.533644 1030.1068 28.210091  396.2321 594.47592 11.188707
15 504.29414 -1.6569944 2.9638997 0.92705975 1.0464687 0.022524153 0.12364682 0.042751081 1.0002139 0.022029547 1.9373374e-09  68.59073 0.31069216 0.14617097 0.68921892 0.24545638 0.24678312 2.5575589 6.4800665 0.83126502 1.0037066 0.46334518 0.62061473 1.9373374 1.7785749 13.604028 145.98103 1029.9188 -10.665261 -10.665261 1029.9188 28.457944  396.2079 593.63025 11.622713
16 506.15148 -1.7068233 2.9635578 0.92698261 1.0464714 0.022523267 0.12369312 0.042545384 1.0001908 0.019641593 1.9366753e-09 68.574983 0.31093142 0.14621638 0.68897961 0.24545607 0.24678281 2.5577153 6.4580742 0.83245432  1.005258 0.46418673 0.62162227 1.9366753 1.7786986 13.604208  145.9699  1033.635 -10.666008 -10.666008  1033.635 28.440171 396.21883 598.03256 10.943413
39 505.45783 -1.6756505 2.9652765 0.92609773 1.0464651  0.02248504 0.12396439 0.042943661 1.0003528 0.021103259 1.9400066e-09 68.447552 0.31258768 0.14644943 0.68732303 0.24544247 0.24676915    2.5645 6.5127304 0.83323019 1.0071312 0.46585518 0.62302857 1.9400066 1.7803395 13.609191 145.94273 1032.2336 -10.658961 -10.658961 1032.2336 28.775598 396.14859 595.38062 11.928772
23 502.68906 -1.6312935 2.9791179 0.93155694 1.0466496  0.02257831 0.12212701 0.050471963 1.0019147 0.023372574 1.9670459e-09 69.223587 0.30197869 0.14470532 0.69793401 0.24547532 0.24680213 2.5480653 7.2769017 0.83305857  1.0012637 0.45778724 0.61754642 1.9670459 1.7781774 13.587596 146.31476 1026.1294 -10.375624 -10.375624 1026.1294 27.393578 395.73933 591.53076 11.465687
 9 502.20545 -1.6513985 2.9780791 0.93125633 1.0466214 0.022559759 0.12209535 0.049362686 1.0025049 0.022315238 1.9650034e-09 69.209321 0.30199837 0.14465511 0.69791429 0.24546885 0.24679563 2.5513068 7.1642298 0.83302291  1.0013241 0.45778257 0.61753005 1.9650034 1.7802764 13.590147 146.34345 1024.7448 -10.166947 -10.166947 1024.7448  27.41461 395.67023 590.62995 11.030013
16 502.02259 -1.7155654 2.9708367 0.93201625 1.0463936 0.022491732 0.12165645 0.046525828 1.0025297 0.019250171 1.9508236e-09 69.227978 0.30077787 0.14414818 0.69913484 0.24544487 0.24677157 2.5633056 6.8706587 0.83045365 0.99810119 0.45544751 0.61500248 1.9508236  1.777486  13.60187 146.53243 1024.3591 -10.156955 -10.156955 1024.3591 26.865617 395.77072  592.0599 9.6628541
 4  502.3191 -1.6351136 2.9670178 0.93195374 1.0463082 0.022449347 0.12194759 0.044029237 1.0028668 0.023167885 1.9433877e-09 69.061381 0.30275231 0.14439694 0.69715998  0.2454294 0.24675604 2.5709303 6.6126915 0.82799203 0.99634221  0.4555855 0.61418333 1.9433877 1.7795743 13.609747 146.50272  1024.661 -10.011424 -10.011424  1024.661 26.777934 396.05049  591.4283 10.404318
10 501.96788 -1.6351136 2.9670178 0.93195374 1.0463082 0.022449347 0.12194759 0.044029237 1.0047312 0.023167885 1.9433877e-09 69.061381 0.30275231 0.14439694 0.69715998  0.2454294 0.24675604 2.5709303 6.6126915 0.82799203 0.99634221  0.4555855 0.61418333 1.9433877 1.7795743 13.609747 146.50272 1021.6922 -8.8782028 -8.8782028 1021.6922 26.396931 396.08422  589.2361 9.9749215
 3 501.93163 -1.6326658 2.9669931 0.93195658 1.0463088 0.022449223 0.12194797 0.044006275 1.0047405 0.023298836 1.9433397e-09  69.06135 0.30275311 0.14439719 0.69715918 0.24542935 0.24675599 2.5709529  6.610214 0.82791999 0.99625574 0.45554646  0.6141303 1.9433397 1.7796121 13.609743 146.50276 1021.6055 -8.8710964 -8.8710964 1021.6055 26.396837 396.07971 589.13614 9.9927646
 9 502.01026 -1.6288959 2.9643669 0.93203311   1.04628  0.02236228 0.12219593 0.043398668 1.0040591 0.023501959 1.9382429e-09 68.891694 0.30458538 0.14455821 0.69532648 0.24539581 0.24672233 2.5870257 6.5634411 0.82799156 0.99756793 0.45696236 0.61511054 1.9382429  1.777103 13.620223 146.53409 1022.7221 -9.3508052 -9.3508052 1022.7221 26.254856 396.16359 590.14614  10.15756
20 502.03924  -1.607989  2.964391 0.93208207 1.0462803 0.022363831  0.1221958 0.043385194 1.0040824 0.024661016 1.9382895e-09 68.893156 0.30457543 0.14455963 0.69533643 0.24539643 0.24672294 2.5867347 6.5616599 0.82743973 0.99689251 0.45665036 0.61469558 1.9382895 1.7771936 13.620059 146.53242 1022.7497 -9.3356318 -9.3356318 1022.7497 26.254879 396.16469 589.98724 10.342921
 9 502.12562 -1.6052323  2.964203  0.9320279 1.0462772  0.02236605 0.12220319 0.043260772  1.004093 0.024818055 1.9379251e-09 68.891404 0.30461117 0.14456924 0.69530068 0.24539731 0.24672383 2.5863187 6.5476242 0.82727963 0.99671229 0.45658879 0.61459467 1.9379251 1.7773017 13.619958 146.52804 1022.9087  -9.328717  -9.328717 1022.9087 26.270213 396.20672 590.06793 10.363813
13 502.83248 -1.6213157 2.9566294 0.93046284 1.0462025 0.022331925 0.12276382 0.039292846 1.0036278 0.023915766 1.9233036e-09  68.64265 0.30794034 0.14509574 0.69197087 0.24538366 0.24671013 2.5927434 6.1163914  0.8261044 0.99709816 0.45842493 0.61539163 1.9233036 1.7779458 13.627718 146.41994  1024.897 -9.6160305 -9.6160305  1024.897 26.539441  397.1647 590.89948 10.293408
19 502.78209 -1.6213157 2.9566294 0.93046284 1.0462025 0.022331925 0.12276382 0.039292846 1.0035756 0.023915766 1.9233036e-09  68.64265 0.30794034 0.14509574 0.69197087 0.24538366 0.24671013 2.5927434 6.1163914  0.8261044 0.99709816 0.45842493 0.61539163 1.9233036 1.7779458 13.627718 146.41994 1024.8565 -9.6461453 -9.6461453 1024.8565 26.550097  397.1647 590.83793 10.303741
10 502.71415 -1.6520929   2.95321 0.93215434 1.0461857 0.022367635 0.12232262 0.038806093 1.0029757 0.022279586 1.9167383e-09 68.820233 0.30549705 0.14469026 0.69441462 0.24539793 0.24672446 2.5860216 6.0493795 0.82436432 0.99371334  0.4556409 0.61287364 1.9167383 1.7736025 13.622952 146.49521 1025.3493 -9.9605171 -9.9605171 1025.3493 25.986512  397.3645 592.17643 9.8219005
 6 503.31309 -1.6520929   2.95321 0.93215434 1.0461857 0.022367635 0.12232262 0.038806093 1.0032274 0.022279586 1.9167383e-09 68.820233 0.30549705 0.14469026 0.69441462 0.24539793 0.24672446 2.5860216 6.0493795 0.82436432 0.99371334  0.4556409 0.61287364 1.9167383 1.7736025 13.622952 146.49521 1026.2974 -9.8356241 -9.8356241 1026.2974 25.937366 397.35634 593.18623  9.817493
17 502.96829 -1.6284472 2.9507362 0.93136972 1.0461644 0.022334145 0.12241794 0.037816985 1.0029203 0.023526254 1.9120025e-09 68.751665  0.3062375 0.14475208   0.693674 0.24538455 0.24671103 2.5923239 5.9429554 0.82294445 0.99249634 0.45540701 0.61218843 1.9120025 1.7727236 13.627286 146.50738 1025.9099 -9.9866606 -9.9866606 1025.9099 26.117546 397.65866 592.28306 9.8506412
28 502.77568 -1.6006132 2.9515777 0.93127465 1.0461605 0.022336373 0.12242811 0.038272511 1.0028702 0.025083423  1.913612e-09 68.748699 0.30629017 0.14476449 0.69362132 0.24538545 0.24671193 2.5919028  5.995026 0.82252513 0.99201201  0.4552141  0.6119028  1.913612 1.7726003 13.627217 146.50228 1025.5711 -10.009882 -10.009882 1025.5711 26.185165 397.52382 591.89182 9.9703119
11 503.31375 -1.6467171 2.9547604 0.92941058 1.0462786 0.022516854 0.12247129 0.042204638 1.0001138  0.02255708 1.9197122e-09 68.926057 0.30518672 0.14498815 0.69472522 0.24545381 0.24678054 2.5588474 6.4059536 0.82388773 0.99237615 0.45514613 0.61236371 1.9197122 1.7643212 13.605924 146.29238 1027.9633 -10.667884 -10.667884 1027.9633 27.054145 396.38458  594.8741 9.6504476
 3 504.10557 -1.5315969 2.9659665 0.93104949 1.0467063 0.022425446 0.12213478 0.047929288 1.0005893 0.029403776 1.9413457e-09  69.11056 0.30266346 0.14456023 0.69724895  0.2454204 0.24674701 2.5752953 7.0410999 0.82538314 0.99284942 0.45408337  0.6122032 1.9413457 1.7638921 13.601186 146.48084 1029.4934 -10.641141 -10.641141 1029.4934 26.864756 395.68452 595.95309 10.991057
15 503.08472  -1.615726 2.9736032 0.92976079 1.0467108 0.022369536 0.12228537   0.0518486 1.0003991 0.024225568  1.956228e-09 69.012339  0.3037244 0.14465491 0.69618777 0.24539869 0.24672521 2.5856657 7.4671808 0.83135257  1.0007414 0.45816835 0.61717051  1.956228  1.763536 13.607205  146.5028 1027.4818 -10.656178 -10.656178 1027.4818 27.376653 395.90599 593.65437 10.544777
19 503.83872 -1.5436641  2.972956  0.9290806 1.0467269 0.022354984 0.12256302 0.051230952 1.0003475 0.028598017 1.9549623e-09 68.908911 0.30519089   0.144918 0.69472101 0.24539291 0.24671941 2.5883959 7.4101749 0.82983579 0.99966496 0.45843519 0.61678678 1.9549623 1.7645735 13.609255 146.44666  1028.996 -10.659261 -10.659261  1028.996 27.626799 395.85157 593.51845 11.999146
37 502.72944 -1.5978852 2.9744869 0.92937796   1.04671 0.022356732 0.12244982 0.052201962 1.0003114 0.025241477 1.9579575e-09 68.944014 0.30464572 0.14480655 0.69526627  0.2453936 0.24672011 2.5880672 7.5091603 0.83172653  1.0016875 0.45906913 0.61791583 1.9579575 1.7638482 13.609141 146.47415 1026.7812 -10.661164 -10.661164 1026.7812 27.530231 396.00578 592.21342 11.031778
50 502.83848 -1.5978852 2.9744869 0.92937796   1.04671 0.022356732 0.12244982 0.052201962 0.99957606 0.025241477 1.9579575e-09 68.944014 0.30464572 0.14480655 0.69526627  0.2453936 0.24672011 2.5880672 7.5091603 0.83172653  1.0016875 0.45906913 0.61791583 1.9579575 1.7638482 13.609141 146.47415  1026.986 -10.654542 -10.654542  1026.986 27.691536  395.9981 591.98559 11.310824
 2 504.67801 -1.5978852 2.9744869 0.92937796   1.04671 0.022356732 0.12244982 0.052201962 0.99855432 0.025241477 1.9579575e-09 68.944014 0.30464572 0.14480655 0.69526627  0.2453936 0.24672011 2.5880672 7.5091603 0.83172653  1.0016875 0.45906913 0.61791583 1.9579575 1.7638482 13.609141 146.47415 1030.3595 -10.501721 -10.501721 1030.3595 27.918208 396.02087 594.66979  11.75059
35 504.18091 -1.6116237 2.9758832 0.92939684 1.0467036 0.022357153 0.12237477 0.052885973 0.99865317 0.024455484 1.9606933e-09 68.968298 0.30427433 0.14473193 0.69563772 0.24539377 0.24672028 2.5879881 7.5787486  0.8324325  1.0023613 0.45917865 0.61825175 1.9606933 1.7638981 13.608998  146.4932 1029.4094 -10.523804 -10.523804 1029.4094   27.9366 396.10987 593.82548  11.53748
20 503.42849 -1.6378186 2.9778711 0.93030431 1.0466869 0.022362707 0.12227753 0.053823626 0.99887725 0.023024032 1.9645949e-09 69.001197 0.30379168 0.14464024 0.69612045 0.24539598  0.2467225 2.5869455 7.6725828  0.8338855  1.0038715 0.45961518 0.61908516 1.9645949 1.7640967 13.608557 146.51237 1027.9931 -10.568074 -10.568074 1027.9931 27.657043 396.31909 592.80785 11.209146
15 503.34423 -1.6378186 2.9778711 0.93030431 1.0466869 0.022362707 0.12227753 0.053823626 0.99896868 0.023024032 1.9645949e-09 69.001197 0.30379168 0.14464024 0.69612045 0.24539598  0.2467225 2.5869455 7.6725828  0.8338855  1.0038715 0.45961518 0.61908516 1.9645949 1.7640967 13.608557 146.51237 1027.8561 -10.583831 -10.583831 1027.8561 27.636924 396.31909 592.72634 11.173769
 7 503.39767 -1.6173368 2.9778593  0.9303177 1.0466883 0.022361706  0.1222828 0.053801691 0.99898053 0.024135884 1.9645717e-09 68.998974 0.30382023 0.14464451  0.6960919 0.24539558  0.2467221 2.5871334 7.6706375 0.83335284  1.0032464 0.45934317 0.61870423 1.9645717 1.7641533 13.608638 146.51211 1027.9669 -10.585775 -10.585775 1027.9669 27.645523 396.28073 592.52949 11.511149
23 503.25937 -1.6254034 2.9772806 0.93028598 1.0467004 0.022368452 0.12224798 0.053461717 0.99903732 0.023691719  1.963435e-09 69.020913 0.30356817 0.14461643 0.69634402 0.24539826 0.24672478 2.5858686  7.633662 0.83318107  1.0028802 0.45905795 0.61844837  1.963435 1.7643318 13.607475 146.51484 1027.7083  -10.59478  -10.59478 1027.7083 27.643215 396.20563 592.59416 11.265288
 1 503.63742 -1.6520474 2.9750886 0.93006373 1.0466731 0.022352393 0.12235904 0.052435212 0.99888107 0.022281918  1.959136e-09 68.959423 0.30430956 0.14471143 0.69560247 0.24539187 0.24671837 2.5888831 7.5328437 0.83334368   1.003523 0.45970788 0.61894641  1.959136 1.7640867 13.610307 146.50254 1028.4124  -10.56876  -10.56876 1028.4124 27.623808 396.02662 593.91606 10.845876
 4 503.88576 -1.6160051 2.9717695 0.93214615 1.0467241 0.022321289 0.12180174 0.048429657  1.0017804 0.024210007  1.952644e-09  69.14497 0.30144785 0.14412303 0.69846465 0.24537936 0.24670582 2.5947564 7.1110826 0.82992405 0.99806322 0.45566371 0.61495225  1.952644 1.7723832 13.609724 146.68296 1028.6022 -10.415338 -10.415338 1028.6022 26.777579 395.68901 595.54961 10.585994
38 503.16893 -1.6160051 2.9717695 0.93214615 1.0467241 0.022321289 0.12180174 0.048429657  1.0022581 0.024210007  1.952644e-09  69.14497 0.30144785 0.14412303 0.69846465 0.24537936 0.24670582 2.5947564 7.1110826 0.82992405 0.99806322 0.45566371 0.61495225  1.952644 1.7723832 13.609724 146.68296 1026.8599 -10.261001 -10.261001 1026.8599 26.678693 395.66508   594.065 10.451102
 1 501.66019 -1.6045472 2.9567893 0.93344639 1.0462965 0.022330062 0.12219662 0.043440248 0.99977411 0.024857233 1.9236111e-09  68.86985 0.30471214 0.14452668 0.69519966 0.24538291 0.24670938 2.5930957 6.5742523 0.82480238 0.99388317   0.455297 0.61280506 1.9236111  1.763541 13.622953 146.56949 1024.6501 -10.664838 -10.664838 1024.6501 25.932801 396.16523 592.34314  10.20889
34 501.16115 -1.6397739 2.9637819 0.93265635 1.0462605 0.022301114 0.12296477 0.046542319 0.99937563 0.022920604 1.9371094e-09 68.566744 0.30898441 0.14526588 0.69092661 0.24537116 0.24669759 2.5985866 6.9283602 0.83110773  1.0036922 0.46198258 0.61964287 1.9371094 1.7649321 13.629849 146.40178 1023.5978 -10.637733 -10.637733 1023.5978 26.263328  395.7466 590.56947  11.01838
12 500.55429 -1.6421948 2.9659361 0.93315702 1.0463692 0.022356536 0.12270125 0.047344221 0.99977552 0.022793193 1.9412866e-09 68.741383 0.30697606 0.14505778 0.69293541 0.24539352 0.24672003 2.5881041 6.9999342 0.83116137  1.0024812 0.46050845 0.61867345 1.9412866 1.7659036 13.620128 146.40907 1022.4384 -10.664889 -10.664889 1022.4384 26.212512 395.72686 589.68743 10.811567
 1 501.75924 -1.6421948 2.9659361 0.93315702 1.0463692 0.022356536 0.12270125 0.047344221  1.0008504 0.022793193 1.9412866e-09 68.741383 0.30697606 0.14505778 0.69293541 0.24539352 0.24672003 2.5881041 6.9999342 0.83116137  1.0024812 0.46050845 0.61867345 1.9412866 1.7659036 13.620128 146.40907 1024.7406  -10.61107  -10.61107 1024.7406  25.99923 395.71309 592.48353 10.544773
36 501.51644 -1.6374446  2.965755 0.93314674 1.0463761 0.022356121  0.1226874 0.047225187  1.0008874 0.023043869 1.9409352e-09 68.748172 0.30688526 0.14504352 0.69302623 0.24539336 0.24671987  2.588182 6.9870785 0.83091779  1.0021379  0.4603054  0.6184464 1.9409352 1.7660043 13.619913 146.41312 1024.2447 -10.605917 -10.605917 1024.2447   26.0015 395.69834 591.98207 10.562803
 2 501.05006 -1.6244475 2.9654391 0.93307833 1.0463706 0.022354044 0.12271203 0.047068833  1.0008607 0.023743923 1.9403222e-09 68.736011 0.30704158 0.14506607 0.69286987 0.24539253 0.24671903 2.5885726 6.9710519 0.83050613    1.00173 0.46019452 0.61821871 1.9403222 1.7659987 13.620377 146.40902 1023.3194  -10.60966  -10.60966 1023.3194 26.021226 395.70386 590.89957 10.694782
14 500.96356 -1.6129893 2.9644961  0.9339874  1.046447 0.022345944 0.12263685 0.047954784 0.99977667 0.024378709 1.9384932e-09 68.781054 0.30646353 0.14498279 0.69344804 0.24538929 0.24671578 2.5900972   7.06667 0.82992939  1.0007065 0.45944184 0.61749841 1.9384932 1.7612106 13.618653 146.43745  1023.257  -10.66493  -10.66493  1023.257 25.773014 395.65304 591.14979 10.681127
77  502.3442 -1.5587054 2.9656264 0.93353111 1.0464811 0.022354843 0.12256371 0.048482233 0.99982163 0.027624512 1.9406856e-09 68.825479 0.30593242 0.14491855 0.69397927 0.24539285 0.24671935 2.5884224 7.1200558 0.82844538  0.9985947 0.45822273 0.61612702 1.9406856 1.7613435 13.616483 146.44665 1026.0211 -10.666375 -10.666375 1026.0211 25.986857 395.65522 593.04765 11.331413
35  500.4827 -1.6130551 2.9676579 0.93329211 1.0466981 0.022470216 0.12196268 0.049814919 0.99979998 0.024375018 1.9446322e-09 69.205777 0.30156535  0.1444329  0.6983473 0.24543709 0.24676376 2.5671579 7.2285627 0.82832699 0.99570489 0.45487549 0.61382868 1.9446322 1.7602274 13.596294 146.47604 1022.2968 -10.665719 -10.665719 1022.2968 26.218757 395.68592 590.32553 10.066641
34 500.48113 -1.5819512  2.967198 0.93297714 1.0466932 0.022469775 0.12203092 0.049447905 0.99982856 0.026184771 1.9437379e-09 69.179883  0.3019328  0.1445007 0.69797979 0.24543693  0.2467636 2.5672373  7.191081 0.82739286 0.99476812 0.45463924 0.61332313 1.9437379 1.7607099 13.596751 146.45861 1022.2954 -10.666568 -10.666568 1022.2954 26.322812 395.70408 589.90123 10.367279
20 500.99266 -1.6464316 2.9712378 0.93805499 1.0467547 0.022517435 0.12098304 0.051957557    1.00076 0.022571915 1.9516062e-09 69.609026 0.29615716 0.14350048  0.7037565 0.24545401 0.24678074 2.5587448 7.4270172 0.82861678 0.99316395 0.45093593 0.61127169 1.9516062 1.7589862 13.586025 146.67944 1023.2307 -10.622713 -10.622713 1023.2307 24.928147 395.81444 592.80804 9.6801147
28 500.10424 -1.5861565 2.9722587  0.9378442 1.0467659 0.022514229  0.1210243 0.052292318   1.000866  0.02593245 1.9535995e-09 69.595559 0.29635033 0.14353852  0.7035633 0.24545288 0.24677961 2.5593116 7.4628352 0.82745985 0.99187323 0.45045316 0.61051774 1.9535995 1.7596043 13.586183 146.67219 1021.4263 -10.608922 -10.608922 1021.4263 25.042918 395.86779 590.60253 9.9130856
 1 499.73601 -1.5993159 2.9696578  0.9376215 1.0467006 0.022494092 0.12120027 0.051338222  1.0004146 0.025158464 1.9485251e-09 69.494297 0.29753727 0.14369436  0.7023761 0.24544572 0.24677242 2.5628852 7.3711306 0.82735675 0.99247193  0.4512981 0.61105198 1.9485251 1.7583859 13.590812  146.6484 1020.7824 -10.655169 -10.655169 1020.7824 25.020252  395.7503   590.136  9.875803
 2  499.8123 -1.5963454 2.9760794 0.93601951 1.0465293 0.022466831 0.12146372  0.05377842  1.0008577 0.025331134  1.961078e-09 69.320494 0.29952267 0.14393055 0.70039027 0.24543586 0.24676252 2.5677674  7.631869 0.83036099 0.99732364 0.45444548  0.6142913  1.961078  1.761098 13.599603 146.61081 1020.8447 -10.610066 -10.610066 1020.8447 25.563922 396.12934 588.78424 10.367221
14 500.92694 -1.5963454 2.9760794 0.93601951 1.0465293 0.022466831 0.12146372  0.05377842 0.99974301 0.025331134  1.961078e-09 69.320494 0.29952267 0.14393055 0.70039027 0.24543586 0.24676252 2.5677674  7.631869 0.83036099 0.99732364 0.45444548  0.6142913  1.961078  1.761098 13.599603 146.61081 1023.1811 -10.663637 -10.663637 1023.1811 25.777827 396.10586 590.61495  10.68251
17  500.9555 -1.6696237 2.9752918 0.93508019 1.0466199 0.022438914 0.12157995 0.052952799 0.99996712 0.021398151 1.9595341e-09 69.286793 0.29999807 0.14401886 0.69991479  0.2454255 0.24675212 2.5728301 7.5553112 0.83232841 0.99992975 0.45588357 0.61599095 1.9595341 1.7626196 13.600189 146.61136 1023.2487 -10.668833 -10.668833 1023.2487 25.975977   395.998 591.26158 10.013108
79 500.10183 -1.6361705 2.9721824   0.933985 1.0466489 0.022467825 0.12176212 0.051311063 0.99967894 0.023111575 1.9534506e-09 69.257226 0.30069434 0.14422995 0.69921844 0.24543622 0.24676288 2.5675883 7.3821896 0.83033198 0.99774422 0.45531756 0.61486969 1.9534506 1.7629265 13.597185 146.53143  1021.525 -10.660674 -10.660674  1021.525 26.287279 395.83287 589.20792 10.196921
