#weight  minuslogpost      logGnu      logA         ns  theta_MC_100       ombh2      omch2         tau   A_planck        Gnu            As        H0     omegam   omegamh2   omega_de        YHe        Y_p     DHBBN       zre     sigma8       s8h5  s8omegamp5  s8omegamp25         A     clamp       age     rdrag  chi2__CMB  minuslogprior  minuslogprior__0      chi2  chi2__planck_2018_lowl.TT  chi2__planck_2018_lowl.EE  chi2__planck_2018_highl_plik.TTTEEE_lite  chi2__planck_2018_lensing.clik
 3 500.97525 -1.6966451 2.9796207 0.93752794 1.0457519 0.022341867 0.12110213 0.055794169  0.9990906 0.020107354 1.9680351e-09 69.079137 0.30059972   0.143444 0.69931261 0.24538766 0.24671414 2.5908659 7.8577365 0.83367996  1.0030577  0.4570815 0.61730032 1.9680351  1.760235 13.633411 146.84242  1023.156  -10.60276  -10.60276  1023.156 25.424501 396.59091 590.93738 10.203234
10 500.63589 -1.7111726 2.9798967 0.93703512  1.045789 0.022337528 0.12118171 0.055544773 0.99931569 0.019445872 1.9685784e-09 69.060014 0.30092398 0.14351924  0.6989883 0.24538591 0.24671239 2.5916848 7.8347961 0.83430705  1.0039511 0.45767197 0.61793118 1.9685784 1.7615993 13.633076 146.82637 1022.5347 -10.631458 -10.631458 1022.5347 25.558464 396.53666  590.2877 10.151864
57 500.78505 -1.7088215 2.9784692 0.93717161  1.045792 0.022321539 0.12129167  0.05490134 0.99918012  0.01955143 1.9657702e-09 69.008889 0.30156736 0.14361321  0.6983448 0.24537946 0.24670592 2.5947091 7.7747459 0.83416121  1.0041474 0.45808087 0.61815313 1.9657702 1.7613516  13.63503  146.8153 1022.8004 -10.615144 -10.615144 1022.8004 25.473231 396.38654 590.72766 10.212956
 4 500.62013 -1.7408355  2.978473 0.93813475 1.0457327  0.02235966 0.12088062 0.055101375 0.99943654 0.018162034 1.9657776e-09 69.165716  0.2994218 0.14324028 0.70049075 0.24539477 0.24672128 2.5875173 7.7798096  0.8335255   1.002244 0.45610055 0.61658044 1.9657776 1.7606537 13.631294 146.88081 1022.5273 -10.643521 -10.643521 1022.5273 25.205454 396.38813 591.19453 9.7391925
 3 502.20056 -1.7785915 2.9830645 0.93703507 1.0456301 0.022385804 0.12076778 0.057152332 0.99967968  0.01664978 1.9748243e-09 69.192832 0.29900607 0.14315358 0.70090655 0.24540509 0.24673164 2.5826276 7.9788662 0.83524592  1.0041158 0.45672456 0.61763851 1.9748243  1.761516 13.631241 146.88146 1025.7225 -10.660712 -10.660712 1025.7225  25.61827 396.95862 593.56798 9.5776767
11 499.71765 -1.7099832 2.9825923 0.93868271 1.0456963  0.02247863 0.12031666 0.056657091  1.0002679 0.019499198  1.973892e-09 69.453193 0.29602571 0.14279529 0.70388756 0.24544015 0.24676683 2.5656474 7.9006528 0.83214666  0.9985131  0.4527564 0.61380756  1.973892 1.7624291 13.618169  146.8973 1020.7616 -10.663178 -10.663178 1020.7616 25.238166 396.70029 589.22736 9.5958291
12 499.74981 -1.7403469 2.9830697 0.93828708  1.045697 0.022457529 0.12039808 0.057117108   1.000004 0.018182479 1.9748345e-09 69.406739 0.29654733 0.14285561 0.70336583 0.24543244 0.24675908 2.5694469 7.9528743 0.83329123  1.0002211  0.4537784  0.6149224 1.9748345 1.7616492 13.620592 146.89936 1020.8375 -10.668919 -10.668919 1020.8375 25.339261 396.86365 589.11928  9.515272
 3 500.32474 -1.7403469 2.9830697 0.93828708  1.045697 0.022457529 0.12039808 0.057117108  0.9985456 0.018182479 1.9748345e-09 69.406739 0.29654733 0.14285561 0.70336583 0.24543244 0.24675908 2.5694469 7.9528743 0.83329123  1.0002211  0.4537784  0.6149224 1.9748345 1.7616492 13.620592 146.89936 1021.6489 -10.499698 -10.499698 1021.6489 25.615152 396.87263 589.44823 9.7128565
 5 499.98948 -1.8283221 2.9815788  0.9403226 1.0456968 0.022495951 0.12042381 0.056392005 0.99856539 0.014848339 1.9718925e-09 69.429945 0.29648222 0.14291976   0.703431 0.24544638 0.24677308 2.5625541 7.8718798 0.83485796  1.0019342 0.45458167 0.61604474 1.9718925 1.7615775 13.616877 146.85009 1020.9875 -10.504271 -10.504271 1020.9875 24.968706 396.62417 589.93301  9.461622
31 499.04223  -1.774157 2.9873717 0.94153731 1.0458032 0.022489287 0.12065624 0.058132449  0.9994605 0.016820659 1.9833485e-09 69.378053 0.29739494 0.14314553 0.70251814   0.245444 0.24677069 2.5637417 8.0513237 0.83766318  1.0056767 0.45681065  0.6185899 1.9833485 1.7656549 13.615382 146.79667 1019.3757 -10.645635 -10.645635 1019.3757 24.763625 397.12563 587.44956 10.036919
78 499.12285 -1.7885833 2.9876335 0.94157402 1.0457953 0.022487489 0.12064256 0.058345543  0.9994117  0.01627109 1.9838678e-09  69.37868 0.29735741 0.14313005 0.70255568 0.24544335 0.24677004 2.5640626 8.0726777 0.83801111 1.0060898 0.45697155 0.61882731 1.9838678 1.7653647 13.615738 146.80225 1019.5282 -10.641232 -10.641232 1019.5282 24.752329 397.18613 587.64413  9.945574
 5  499.0906 -1.7866616 2.9876715  0.9422746 1.0458086 0.022499909 0.12064371 0.058144609 0.99963009 0.016343248 1.9839433e-09 69.393264 0.29726061 0.14314362 0.70265251  0.2454478  0.2467745 2.5618503 8.0498735 0.83817291 1.0061783 0.45698538 0.61889641 1.9839433 1.7661415 13.614115 146.78811 1019.4972 -10.657974 -10.657974 1019.4972 24.564629 397.08707 587.85498 9.9904794
 5 499.82056 -1.8131761 2.9875626 0.94244681 1.0458125 0.022491991 0.12066571 0.058068016 0.99965767 0.015375312 1.9837272e-09 69.380122 0.29740249  0.1431577  0.7025106 0.24544497 0.24677166 2.5632594 8.0444642 0.83876841 1.0069886 0.45741918 0.61941001 1.9837272 1.7662196  13.61488 146.79117 1020.9602 -10.659545 -10.659545 1020.9602 24.498087 397.06416 589.52561 9.8723636
 1 499.69421 -1.8056926 2.9911447 0.94319535 1.0458334 0.022512044 0.12048283 0.059905446 0.99982412 0.015642545 1.9908459e-09 69.468884 0.29630557 0.14299487 0.70360775 0.24545211 0.24677883 2.5596981 8.2185169 0.83966216 1.0074173 0.45706134 0.61949747 1.9908459 1.7660558 13.611511 146.81702 1020.7213 -10.666445 -10.666445 1020.7213 24.402264 397.66067 588.73285 9.9255317
35 499.66918 -1.8056926 2.9911447 0.94319535 1.0458334 0.022512044 0.12048283 0.059905446  0.9993151 0.015642545 1.9908459e-09 69.468884 0.29630557 0.14299487 0.70360775 0.24545211 0.24677883 2.5596981 8.2185169 0.83966216 1.0074173 0.45706134 0.61949747 1.9908459 1.7660558 13.611511 146.81702 1020.6012 -10.631393 -10.631393 1020.6012 24.490077 397.68606 588.41108 10.013935
 1 499.80098 -1.7887699  2.992393 0.94428124 1.0458056 0.022532111 0.12023583 0.060892032 0.99929883 0.016264101 1.9933326e-09 69.564063 0.29502635 0.14276794  0.7048872 0.24545918 0.24678593 2.5561572 8.3062085 0.83924339 1.0062258 0.45584619 0.61851912 1.9933326 1.7647761 13.609295 146.85923 1020.8611 -10.629589 -10.629589 1020.8611  24.25886 397.97542 588.61227 10.014597
12 500.44352 -1.8318681 2.9957791 0.94217215 1.0457277 0.022527895 0.12102603 0.061433924 0.99939751 0.014727598 2.0000937e-09 69.254468 0.29930879 0.14355393 0.70060398  0.2454577 0.24678444 2.5568994 8.3737793 0.84344999 1.0135273 0.46144408 0.62386297 2.0000937 1.7688439 13.615273 146.65665 1022.1668 -10.639881 -10.639881 1022.1668 24.831739 398.37396 588.37799 10.583102
 2 500.88533  -1.847965 2.9935013 0.94189096 1.0457093 0.022519067 0.12108135  0.06022535 0.99939925 0.014191717 1.9955431e-09 69.221304 0.29969268 0.14360041 0.70022001 0.24545459 0.24678132 2.5584564 8.2583429 0.84285138 1.0130505 0.46141219    0.62362 1.9955431 1.7690904 13.616918 146.65194 1023.0507 -10.640048 -10.640048 1023.0507 24.836327 397.88349 589.97684 10.354094
13 500.86105  -1.847965 2.9935013 0.94189096 1.0457093 0.022519067 0.12108135  0.06022535  0.9982086 0.014191717 1.9955431e-09 69.221304 0.29969268 0.14360041 0.70022001 0.24545459 0.24678132 2.5584564 8.2583429 0.84285138 1.0130505 0.46141219    0.62362 1.9955431 1.7690904 13.616918 146.65194 1022.5465 -10.412192 -10.412192 1022.5465 25.051598  397.8955 588.91432 10.685075
11 500.73842 -1.8435838 2.9938676  0.9419913 1.0457199 0.022526342 0.12105031  0.06015249 0.99845973  0.01433561 1.9962741e-09 69.241979 0.29946418 0.14357666 0.70044856 0.24545715 0.24678389 2.5571731 8.2489397 0.84284435 1.0128908 0.46123242  0.6234959 1.9962741 1.7699964 13.615754 146.65202 1022.4351 -10.479126 -10.479126 1022.4351 25.033458 397.87966 588.79661 10.725355
 1 502.75091 -1.9166854 2.9992641 0.94349025  1.045567 0.022674379  0.1205113 0.064283168 0.99757476 0.012114753 2.0070762e-09 69.505558 0.29638792 0.14318568 0.70352548 0.24550959 0.24683652 2.5312873 8.6043614 0.84371921 1.0120178 0.45933357 0.62253398 2.0070762 1.7649329 13.603281 146.62993 1025.8986 -10.198378 -10.198378 1025.8986 24.851734 399.52812 591.65556 9.8631488
10 502.19715 -1.7996068 2.9985195 0.94517102 1.0456178 0.022692722 0.12014774 0.064268146 0.99769982 0.015863289 2.0055822e-09 69.667299 0.29430206 0.14284046 0.70561174 0.24551644 0.24684339 2.5280577  8.591972  0.8410647 1.0076621 0.45627436 0.61948063 2.0055822 1.7636722 13.598447 146.70505 1024.8856 -10.245655 -10.245655 1024.8856 24.462363 399.39437 590.54355 10.485317
 1 501.48356 -1.8130047 2.9981378 0.94534257 1.0456254 0.022695314   0.120118 0.064135291 0.99768181 0.015381381 2.0048168e-09 69.682655 0.29411644 0.14281331  0.7057974 0.24551742 0.24684437 2.5276001 8.5781089 0.84108186 1.0075716 0.45613975 0.61939557 2.0048168 1.7634676 13.597841 146.71001 1023.4451 -10.239001 -10.239001 1023.4451  24.40616 399.30256 589.44485 10.291548
22 501.59409 -1.8111598 2.9974655 0.94520535 1.0456091 0.022702814 0.12015526 0.063887046 0.99753864 0.015446859 2.0034695e-09 69.670206 0.29431379 0.14285808 0.70560002 0.24552027 0.24684723 2.5262737 8.5531563 0.84080535 1.0073304 0.45614275 0.61929578 2.0034695 1.7631577  13.59773 146.69195 1023.5567 -10.184256 -10.184256 1023.5567 24.433344 399.19885  589.6283 10.296192
12 501.70098 -1.9032973 3.0023859 0.94604557 1.0456522 0.022744468 0.11975247 0.065932816 0.99830208 0.012494034 2.0133517e-09  69.86358 0.29194688 0.14249693 0.70796741 0.24553659 0.24686362 2.5188496 8.7304744 0.84279705 1.0083182 0.45538102 0.61951092 2.0133517 1.7646197 13.590618 146.75183 1024.2785 -10.438285 -10.438285 1024.2785 24.315258  400.0775 590.34075 9.5450253
81 501.77088 -1.8092685 2.9976852 0.94700825 1.0457066  0.02274382 0.11987427  0.06191288 0.99971928 0.015514276 2.0039098e-09 69.838079 0.29240853 0.14261809 0.70750569 0.24553633 0.24686336 2.5189657 8.3486442 0.84033205 1.0055526 0.45440798 0.61794303 2.0039098  1.770522 13.589604 146.72053  1024.867 -10.662616 -10.662616  1024.867 23.951398 398.20522 592.58567 10.124711
78 501.79929 -1.8092685 2.9976852 0.94700825 1.0457066  0.02274382 0.11987427  0.06191288 0.99970859 0.015514276 2.0039098e-09 69.838079 0.29240853 0.14261809 0.70750569 0.24553633 0.24686336 2.5189657 8.3486442 0.84033205 1.0055526 0.45440798 0.61794303 2.0039098  1.770522 13.589604 146.72053 1024.9228 -10.662126 -10.662126 1024.9228 23.953149 398.20522 592.63697 10.127496
 2 501.32899 -1.8092685 2.9976852 0.94700825 1.0457066  0.02274382 0.11987427  0.06191288 0.99989749 0.015514276 2.0039098e-09 69.838079 0.29240853 0.14261809 0.70750569 0.24553633 0.24686336 2.5189657 8.3486442 0.84033205 1.0055526 0.45440798 0.61794303 2.0039098  1.770522 13.589604 146.72053 1023.9941 -10.668079 -10.668079 1023.9941 23.922255 398.20522 591.78738 10.079284
 2 501.51495 -1.9018821 2.9992992 0.94645206 1.0456922 0.022727822 0.12002036 0.062210444  1.0002093 0.012534813 2.0071466e-09 69.767576 0.29326708 0.14274818 0.70664698 0.24552997 0.24685697 2.5218278 8.3836994 0.84268692 1.0088798 0.45634985 0.62012906 2.0071466 1.7723268 13.592237  146.6998 1024.3607 -10.665414 -10.665414 1024.3607 24.030241 398.37166 592.28685 9.6719627
 6 501.05108 -1.8380428 2.9995509 0.94720613  1.045773 0.022758286 0.12006103 0.061515329  1.0008661 0.014519686 2.0076519e-09 69.806371 0.29308719 0.14281932 0.70682696 0.24554219 0.24686924 2.5163679 8.3101707 0.84230436 1.0081416 0.45600275 0.61975246 2.0076519 1.7752392 13.587009 146.65558   1023.32 -10.608906 -10.608906   1023.32 23.877966 398.04328 591.24646 10.152265
14  501.0155 -1.9094235 2.9962391 0.94485292 1.0457962 0.022696284 0.11983836 0.058967288 1.0018402  0.01231903 2.0010139e-09 69.841096  0.2922122 0.14253464 0.70770204 0.24551778 0.24684474 2.5274287 8.0723753  0.8405384 1.0057778 0.45436695 0.61799099 2.0010139 1.7784095 13.591556 146.78238  1022.827 -10.398028 -10.398028  1022.827 24.322736 397.22013 591.87809 9.4060998
22 501.18318 -1.9132396 2.9962757 0.94483857 1.0457904 0.022698038  0.1198259 0.059031235 1.0018089 0.012211257 2.0010872e-09 69.845069   0.292157 0.14252393 0.70775724 0.24551845 0.24684541 2.5271187 8.0780322 0.84052623 1.0057346 0.45431746 0.61795286 2.0010872 1.7782472 13.591498 146.78372 1023.1806 -10.407144 -10.407144 1023.1806  24.32775 397.22893 592.23541 9.3885522
 4 499.47072 -1.8775637 2.9962634 0.94446657  1.045803 0.022710296 0.11980705 0.058928479 1.0018526 0.013256726 2.0010625e-09 69.866439 0.29196481 0.14251735 0.70794948 0.24552314 0.24685011 2.5249474 8.0648366 0.83990849 1.0048417 0.45383421 0.61739712 2.0010625 1.7785908  13.58983 146.77517 1019.7302 -10.394359 -10.394359 1019.7302 24.450278 397.21683 588.59671 9.4663488
23 500.01065 -1.8928618 2.9963805 0.94449705 1.0458049 0.022711849 0.11980187 0.058981332 1.0018616 0.012797884 2.0012969e-09 69.870269 0.29192537 0.14251371 0.70798894 0.24552373 0.24685072 2.5246717 8.0695873 0.84011697 1.0050636 0.45391619 0.61752951 2.0012969  1.778611 13.589596 146.77482 1020.8047 -10.391681 -10.391681 1020.8047 24.439521 397.21264  589.7431 9.4094038
13 500.82875 -1.7925464 2.9971764 0.94471001 1.0458675 0.022700475 0.11959938 0.060708192 1.0008999 0.016123286 2.0028904e-09 69.954267  0.2907877 0.14229985 0.70912682 0.24551937 0.24684634 2.5266878 8.2376379  0.8384207 1.0024319 0.45211613 0.61568135 2.0028904 1.7738901  13.58803 146.84063 1022.8658  -10.60414  -10.60414 1022.8658  24.48984 397.80375 590.73847  9.833726
36 498.96549 -1.7925464 2.9971764 0.94471001 1.0458675 0.022700475 0.11959938 0.060708192 1.0018099 0.016123286 2.0028904e-09 69.954267  0.2907877 0.14229985 0.70912682 0.24551937 0.24684634 2.5266878 8.2376379  0.8384207 1.0024319 0.45211613 0.61568135 2.0028904 1.7738901  13.58803 146.84063 1018.7447  -10.40687  -10.40687 1018.7447 24.333787 397.78346 586.98036  9.647111
21 499.17417 -1.7862811 2.9972626 0.94470506 1.0458682 0.022701718 0.11959821 0.060743857 1.0018145 0.016357573  2.003063e-09 69.955994  0.2907735 0.14229993 0.70914102 0.24551985 0.24684681 2.5264678 8.2407965  0.8383263 1.0023067  0.4520542 0.61560452  2.003063 1.7739165 13.587879 146.83957 1019.1594 -10.405529 -10.405529 1019.1594 24.340885 397.79499  587.3338 9.6897384
 4 498.68855 -1.7862811 2.9972626 0.94470506 1.0458682 0.022701718 0.11959821 0.060743857 1.0028181 0.016357573  2.003063e-09 69.955994  0.2907735 0.14229993 0.70914102 0.24551985 0.24684681 2.5264678 8.2407965  0.8383263 1.0023067  0.4520542 0.61560452  2.003063 1.7739165 13.587879 146.83957 1017.4443 -10.033575 -10.033575 1017.4443 24.171702 397.79952 585.94601  9.527026
12 500.87155 -1.7249495 2.9929528 0.94478199 1.0458624 0.022713646 0.11983793 0.058535197  1.002581 0.018838683 1.9944488e-09 69.878462 0.29193444 0.14255157 0.70797988 0.24552443 0.24685141 2.5243525 8.0260387 0.83605776 1.0001488 0.45173002 0.61455055 1.9944488 1.7741072 13.587886 146.76336 1022.0151 -10.136015 -10.136015 1022.0151 24.089315 397.05816 590.93087 9.9367866
10 500.17627 -1.7354439 2.9932463 0.94492774 1.0458615 0.022714386 0.11981672 0.058735786 1.0025658 0.018388914 1.9950343e-09 69.886369 0.29182649 0.14253111 0.70808786 0.24552472  0.2468517 2.5242211  8.045245 0.83638571 1.0004845 0.45182365 0.61473477 1.9950343 1.7739163 13.587748 146.76811 1020.6371 -10.142272 -10.142272 1020.6371 24.054933  397.0855 589.64274 9.8539143
 4 498.74964 -1.7650713 2.9918953 0.94375721 1.0458113 0.022678215 0.12013115 0.057485516 1.0027619 0.017176262 1.9923408e-09 69.726674 0.29373708 0.14280936 0.70617687 0.24551101 0.24683795 2.5306131 7.9351355 0.83733838 1.0027704 0.45381661 0.61643983 1.9923408 1.7759566 13.594145 146.72538 1017.6166 -10.058674 -10.058674 1017.6166 24.262818 396.79281 586.73129  9.829712
 2  500.0983 -1.8396251 2.9921857 0.94329594 1.0458183 0.022676063 0.12017729 0.057337759 1.0029449 0.014466882 1.9929194e-09 69.710822 0.29396122 0.14285336 0.70595269 0.24551021 0.24683715 2.5309914 7.9217327 0.83880259 1.0046381 0.45478359 0.61763554 1.9929194 1.7769973 13.594348 146.71565 1020.1469 -9.9751457 -9.9751457 1020.1469 24.347287 396.75831 589.54279 9.4984868
11 499.73919 -1.8314248 2.9924042 0.94330803 1.0458316 0.022671428 0.12022267 0.057409949 1.0029391 0.014742639  1.993355e-09 69.695267 0.29417632  0.1428941 0.70573755  0.2455085 0.24683543 2.5318055 7.9307151   0.838967 1.0049472 0.45503912 0.61786957  1.993355 1.7771292 13.594612 146.70885 1019.4341 -9.9778664 -9.9778664 1019.4341 24.349418 396.77367 588.75249 9.5585329
14 498.69796 -1.8123519 2.9894591   0.943387 1.0457793 0.022685136 0.12014878 0.056100492 1.0028504 0.015404518  1.987493e-09 69.715382 0.29388278 0.14283392 0.70603115 0.24551359 0.24684053 2.5293952 7.7959323 0.83708131 1.0025438 0.45378978 0.61632698  1.987493 1.7765496  13.59447 146.71313 1017.4338  -10.01892  -10.01892 1017.4338  24.28109 396.43599 587.20912 9.5075575
21  498.3912  -1.775954 2.9925248 0.94391975 1.0457887 0.022703317 0.11990334 0.058508023 1.0023256 0.016751205 1.9935953e-09 69.821329  0.2925254 0.14260666 0.70738879 0.24552046 0.24684743 2.5261847 8.0266641 0.83691698 1.0015862 0.45265171 0.61549322 1.9935953 1.7734444 13.591352 146.75754 1017.2549 -10.236264 -10.236264 1017.2549 24.265739 397.06636  586.3231 9.5997197
 3 498.40297  -1.775954 2.9925248 0.94391975 1.0457887 0.022703317 0.11990334 0.058508023 1.0024021 0.016751205 1.9935953e-09 69.821329  0.2925254 0.14260666 0.70738879 0.24552046 0.24684743 2.5261847 8.0266641 0.83691698 1.0015862 0.45265171 0.61549322 1.9935953 1.7734444 13.591352 146.75754 1017.2205 -10.207298 -10.207298 1017.2205 24.252815 397.06636  586.3125 9.5888586
 3 498.36076 -1.7846545 2.9924343 0.94390193 1.0457885 0.022701496 0.11991149 0.058451047 1.0024068 0.016418954 1.9934149e-09  69.81684   0.292576 0.14261299 0.70733817 0.24551976 0.24684673  2.526507  8.021603  0.8370821  1.001816 0.45278018 0.61564128 1.9934149  1.773486 13.591571 146.75741 1017.1325 -10.205499 -10.205499 1017.1325 24.249559  397.0562 586.27712 9.5496486
36 498.51785 -1.7676833 2.9929514  0.9439174 1.0457968 0.022699917 0.11986597  0.05874571 1.0024256 0.017073269  1.994446e-09 69.834524 0.29233127 0.14256589 0.70758295 0.24551916 0.24684613 2.5267864 8.0502263  0.8368183 1.0013735 0.45244814 0.61531852  1.994446  1.773358 13.591294 146.77111 1017.4322  -10.19823  -10.19823 1017.4322  24.26685 397.14429 586.39856 9.6224648
23 498.30818 -1.7775799 2.9925277 0.94404036 1.0458181 0.022704343 0.11981736 0.058702952 1.0023139 0.016688607  1.993601e-09 69.862861 0.29200364  0.1425217 0.70791065 0.24552085 0.24684782  2.526003 8.0442379  0.8366991 1.0010278 0.45213011 0.61505842  1.993601 1.7727582 13.590023 146.77903 1017.0975 -10.240577 -10.240577 1017.0975 24.232008 397.10039 586.24331 9.5218067
 6  498.5639 -1.7775799 2.9925277 0.94404036 1.0458181 0.022704343 0.11981736 0.058702952 1.0016216 0.016688607  1.993601e-09 69.862861 0.29200364  0.1425217 0.70791065 0.24552085 0.24684782  2.526003 8.0442379  0.8366991 1.0010278 0.45213011 0.61505842  1.993601 1.7727582 13.590023 146.77903 1018.0449 -10.458542 -10.458542 1018.0449 24.349269 397.11712 586.95919 9.6193115
 7 498.54646 -1.7782417 2.9926147 0.94409428 1.0458239 0.022705505 0.11980595   0.0587876 1.0015962 0.016663197 1.9937745e-09 69.869894 0.29192388 0.14251146 0.70799043 0.24552129 0.24684827 2.5257972 8.0521157 0.83672413  1.0010073 0.45208188 0.61503481 1.9937745 1.7726124 13.589688 146.78074 1018.0231 -10.465086 -10.465086 1018.0231 24.339555 397.14194 586.93068 9.6109087
35 498.78074 -1.8205941 2.9914083  0.9455253 1.0459737 0.022760234  0.1195062 0.059369437 1.0007668 0.015114922 1.9913707e-09 70.074379 0.28972364 0.14226643 0.71019117 0.24554299 0.24687004 2.5160175 8.0918815 0.83622431 0.99894864 0.45010595 0.61350593 1.9913707 1.7684162 13.578577 146.79924 1018.8052 -10.621884 -10.621884 1018.8052 24.017617 397.24996 588.23466  9.303006
35  499.8965 -1.8531493 2.9910005 0.94563239  1.045909 0.022746192 0.11950558 0.058896303 1.0010731 0.014023317 1.9905588e-09 70.040689 0.28997254 0.14225177 0.70994219 0.24553729 0.24686432 2.5185404   8.04863 0.83660123 0.99963924 0.45050222 0.61391425 1.9905588 1.7693686 13.581864 146.81489 1020.9466 -10.576804 -10.576804 1020.9466 23.941078 397.07307 590.62553 9.3069343
 4 499.26644 -1.8422101 2.9952824 0.94507079 1.0458785 0.022748248 0.11955478 0.060679311 1.0013221 0.014381028 1.9991005e-09 70.014435 0.29029461 0.14230303 0.70962005 0.24553812 0.24686515 2.5181716 8.2229295 0.83819316  1.0017292 0.45161005 0.61525316 1.9991005 1.7706358 13.582764 146.79967  1019.591 -10.529089 -10.529089  1019.591 24.170728 397.73547 588.37704 9.3078076
 4 498.30204  -1.786383 2.9932377 0.94416433 1.0458366 0.022730999 0.11969259 0.059588003 1.0012171 0.016353736 1.9950171e-09 69.936291 0.29119019 0.14242359 0.70872428 0.24553122 0.24685823 2.5212604 8.1228453 0.83664213   1.000434 0.45146917 0.61458777 1.9950171   1.77088 13.586297 146.78242 1017.7049 -10.550422 -10.550422 1017.7049 24.366634 397.41308 586.43549 9.4897169
 7  498.3496 -1.8235161 2.9932066 0.94420008  1.045835 0.022737685 0.11965962 0.060030785 1.0008261 0.015013566  1.994955e-09 69.953179 0.29099589  0.1423973 0.70891862 0.24553388 0.24686089 2.5200648 8.1639738 0.83714254  1.0009115 0.45158846 0.61485275  1.994955 1.7692574 13.585539 146.78372 1017.9278 -10.614322 -10.614322 1017.9278 24.357509 397.51017 586.73254  9.327622
 2 498.22688 -1.8168351 2.9932281  0.9442121 1.0458391 0.022737679 0.11966102 0.060029564  1.000835 0.015246315 1.9949979e-09 69.954064 0.29099138  0.1423987 0.70892313 0.24553387 0.24686089 2.5200658  8.163888  0.8370552  1.0008008 0.45153785 0.61478623 1.9949979 1.7692998 13.585426 146.78336   1017.68 -10.613136 -10.613136   1017.68 24.358092 397.50993 586.46472 9.3472868
37 498.38748 -1.8168351 2.9932281  0.9442121 1.0458391 0.022737679 0.11966102 0.060029564  1.000128 0.015246315 1.9949979e-09 69.954064 0.29099138  0.1423987 0.70892313 0.24553387 0.24686089 2.5200658  8.163888  0.8370552  1.0008008 0.45153785 0.61478623 1.9949979 1.7692998 13.585426 146.78336 1018.1102  -10.66761  -10.66761 1018.1102 24.479543 397.51324 586.70556 9.4118329
69 498.42631 -1.8029622 2.9912258 0.94278466 1.0458521 0.022743759 0.11995018 0.058086901 1.0005355 0.015741199 1.9910073e-09 69.860444 0.29237676 0.14269394 0.70753752 0.24553631 0.24686333 2.5189767 7.9768717 0.83653322  1.0008466 0.45232919 0.61513283 1.9910073 1.7726345 13.585668 146.70067 1018.1446 -10.645982 -10.645982 1018.1446 24.806582  396.9372 586.85141 9.5493826
19 498.23772 -1.8326035 2.9902524 0.94271303 1.0458361 0.022715244 0.12011032 0.057421264 1.0005938 0.014702678 1.9890702e-09 69.773842 0.29337335 0.14282556 0.70654072 0.24552505 0.24685203 2.5240685 7.9201142 0.83728838  1.0023716 0.45350847 0.61621211 1.9890702  1.773269 13.589648 146.69004 1017.7569 -10.640717 -10.640717 1017.7569  24.75752 396.78687 586.71338 9.4991051
 5 498.16604 -1.8043423 2.9878225 0.94204363 1.0458207 0.022716595 0.12008837 0.056362342 1.0004162 0.015691256 1.9842429e-09 69.777549 0.29329988 0.14280496  0.7066142 0.24552557 0.24685256 2.5238283  7.814183 0.83549468  1.0001977 0.45248025 0.61485351 1.9842429 1.7727159 13.589873 146.69431 1017.6422 -10.655061 -10.655061 1017.6422 24.905767 396.48832 586.74228   9.50584
 4 499.31312  -1.775786 2.9863117 0.94232118  1.045884 0.022686778 0.12015502 0.055144553 1.0008272 0.016757685 1.9812474e-09 69.750131 0.29360622  0.1428418 0.70630779  0.2455142 0.24684115  2.529106 7.7000903 0.83485667 0.99963028 0.45237078 0.61454435 1.9812474  1.774356 13.591263 146.70967 1019.8546 -10.614176 -10.614176 1019.8546 24.781201 396.20826  589.1751 9.6900243
 2 498.83748 -1.7881686 2.9820778  0.9430338 1.0459126 0.022717581 0.11998862 0.053481421  1.000549 0.016286638 1.9728766e-09 69.845155  0.2925299  0.1427062 0.70738434 0.24552596 0.24685295 2.5236529 7.5230444 0.83284045 0.99653755 0.45045037 0.61249758 1.9728766 1.7727462 13.586661 146.71943 1018.9646 -10.644809 -10.644809 1018.9646 24.528864 395.89031 589.14679 9.3986167
 6 497.92989 -1.7881686 2.9820778  0.9430338 1.0459126 0.022717581 0.11998862 0.053481421 1.0012622 0.016286638 1.9728766e-09 69.845155  0.2925299  0.1427062 0.70738434 0.24552596 0.24685295 2.5236529 7.5230444 0.83284045 0.99653755 0.45045037 0.61249758 1.9728766 1.7727462 13.586661 146.71943 1016.9427 -10.541473 -10.541473 1016.9427   24.4059 395.88596 587.29201 9.3588627
51 498.74422 -1.7602596 2.9822319 0.94307542 1.0459046 0.022720639 0.11998363 0.053494064 1.0013249 0.017367625 1.9731807e-09 69.846788 0.29251227 0.14270427 0.70740198 0.24552715 0.24685414 2.5231084  7.523577 0.83233129 0.99591667 0.45016141  0.6121139 1.9731807 1.7729745 13.586571 146.71737 1018.5454 -10.528492 -10.528492 1018.5454  24.41119 395.88183 588.81929 9.4331058
41 498.16498 -1.7602596 2.9822319 0.94307542 1.0459046 0.022720639 0.11998363 0.053494064 1.0025782 0.017367625 1.9731807e-09 69.846788 0.29251227 0.14270427 0.70740198 0.24552715 0.24685414 2.5231084  7.523577 0.83233129 0.99591667 0.45016141  0.6121139 1.9731807 1.7729745 13.586571 146.71737 1016.6042 -10.137145 -10.137145 1016.6042 24.198688 395.90853 587.12935 9.3676901
